permno,date,ret,retx,prc,vol,shrout,mktcap,conm,tic,gvkey,datadate,atq,ltq,ceqq,saleq,niq,mkvaltq,prccq,cshtrq,ps,pb,pe,ev,ev_sales,ps_z,pb_z,ev_sales_z,pe_z,bubble_index,bubble_type
93436,2010-08-16,0.025109,0.025109,18.78,492307.0,93198.0,1750258.4400000002,TESLA INC,TSLA,184996,2010-06-30,147.974,138.524,-309.775,28.405,-38.517,2220.9083,23.83,35916360.0,61617.9700756909,-5650.095843757567,-45441.19323934886,1750706.739,61633.752473156135,0.9399369453510497,-1.0602270568105117,0.9403674049574962,-0.28577813405063557,0.13357478986184965,ev
93436,2010-08-17,0.019702,0.019702,19.15,456754.0,93198.0,1784741.7,TESLA INC,TSLA,184996,2010-06-30,147.974,138.524,-309.775,28.405,-38.517,2220.9083,23.83,35916360.0,62831.95564161239,-5761.412961020095,-46336.467014564994,1785189.9989999998,62847.738039077616,0.988781554935673,-1.0651891124167752,0.9892085000467764,-0.2864164426603692,0.15659612497632625,ev
93436,2010-08-18,-0.019843,-0.019843,18.77,611590.0,93198.0,1749326.46,TESLA INC,TSLA,184996,2010-06-30,147.974,138.524,-309.775,28.405,-38.517,2220.9083,23.83,35916360.0,61585.15965499031,-5647.087273020741,-45416.9966508295,1749774.7589999998,61600.942052455546,0.938616820767681,-1.0600929471995313,0.9390473753604883,-0.2857608824665887,0.13295259161551234,ev
93436,2010-08-19,0.001066,0.001066,18.79,590246.0,93198.0,1751190.42,TESLA INC,TSLA,184996,2010-06-30,147.974,138.524,-309.775,28.405,-38.517,2220.9083,23.83,35916360.0,61650.780496391475,-5653.104414494392,-45465.38982786821,1751638.7189999998,61666.56289385671,0.9412570699344176,-1.0603611664214916,0.9416874345545035,-0.28579538563468243,0.13419698810818678,ev
93436,2010-08-20,0.016498,0.016498,19.1,302314.0,93198.0,1780081.8,TESLA INC,TSLA,184996,2010-06-30,147.974,138.524,-309.775,28.405,-38.517,2220.9083,23.83,35916360.0,62667.90353810949,-5746.37010733597,-46215.48407196822,1780530.099,62683.685935574715,0.9821809320188322,-1.0645185643618746,0.9826083520617386,-0.2863301847401349,0.1534851337446403,ev
93436,2010-08-23,0.053927,0.053927,20.13,1101037.0,93198.0,1876075.74,TESLA INC,TSLA,184996,2010-06-30,147.974,138.524,-309.775,28.405,-38.517,2220.9083,23.83,35916360.0,66047.37687026932,-6056.252893228957,-48707.732689461795,1876524.0389999999,66063.15926773455,1.1181537641057573,-1.0783318542928249,1.11857140055352,-0.2881070978969608,0.21757155311737286,ev
93436,2010-08-24,-0.0462,-0.0462,19.2,740732.0,93198.0,1789401.5999999999,TESLA INC,TSLA,184996,2010-06-30,147.974,138.524,-309.775,28.405,-38.517,2220.9083,23.83,35916360.0,62996.00774511529,-5776.455814704221,-46457.44995716176,1789849.8989999997,63011.79014258052,0.9953821778525139,-1.0658596604716755,0.9958086480318142,-0.2865027005806034,0.1597071162080123,ev
93436,2010-08-25,0.036458,0.036458,19.9,513752.0,93198.0,1854640.2,TESLA INC,TSLA,184996,2010-06-30,147.974,138.524,-309.775,28.405,-38.517,2220.9083,23.83,35916360.0,65292.737194155954,-5987.055766281979,-48151.211153516626,1855088.4989999998,65308.51959162118,1.0877908986882883,-1.0752473332402825,1.0882107198223452,-0.2877103114638832,0.2032609934516169,ev
93436,2010-08-26,-0.007538,-0.007538,19.75,441594.0,93198.0,1840660.5,TESLA INC,TSLA,184996,2010-06-30,147.974,138.524,-309.775,28.405,-38.517,2220.9083,23.83,35916360.0,64800.58088364724,-5941.927205229603,-47788.2623257263,1841108.7989999999,64816.36328111247,1.0679890299377655,-1.0732356890755812,1.0684102758672316,-0.2874515377031804,0.19392801975655888,ev
93436,2010-08-27,-0.002532,-0.002532,19.7,386159.0,93198.0,1836000.5999999999,TESLA INC,TSLA,184996,2010-06-30,147.974,138.524,-309.775,28.405,-38.517,2220.9083,23.83,35916360.0,64636.528780144334,-5926.884351545476,-47667.27938312952,1836448.8989999997,64652.31117760956,1.061388407020924,-1.0725651410206805,1.0618101278821934,-0.2873652797829461,0.19081702852487273,ev
93436,2010-08-30,0.008629,0.008629,19.87,737459.0,93198.0,1851844.26,TESLA INC,TSLA,184996,2010-06-30,147.974,138.524,-309.775,28.405,-38.517,2220.9083,23.83,35916360.0,65194.305932054216,-5978.030054071504,-48078.62138795856,1852292.559,65210.08832951944,1.0838305249381839,-1.0748450044073423,1.0842506310313227,-0.2876585567117427,0.2013943987126054,ev
93436,2010-08-31,-0.019628,-0.019628,19.48,204381.0,93198.0,1815497.04,TESLA INC,TSLA,184996,2010-06-30,147.974,138.524,-309.775,28.405,-38.517,2220.9083,23.83,35916360.0,63914.69952473156,-5860.695795335325,-47134.954435703716,1815945.339,63930.48192219679,1.0323456661868238,-1.0696147295791185,1.0327694767480269,-0.2869857449339153,0.17712866710545422,ev
93436,2010-09-01,0.049795,0.049795,20.45,504923.0,93198.0,1905899.0999999999,TESLA INC,TSLA,184996,2010-06-30,147.974,138.524,-309.775,28.405,-38.517,2220.9083,23.83,35916360.0,67097.3103326879,-6152.52715680736,-49482.02352208115,1906347.3989999997,67113.09273015313,1.16039775077354,-1.0826233618441878,1.1608123476577625,-0.28865914858646013,0.23748189700016362,ev
93436,2010-09-02,0.029829,0.029829,21.06,499110.0,93198.0,1962749.88,TESLA INC,TSLA,184996,2010-06-30,147.974,138.524,-309.775,28.405,-38.517,2220.9083,23.83,35916360.0,69098.74599542333,-6336.049971753692,-50958.01542176181,1963198.1789999998,69114.52839288856,1.240925350359,-1.090804048113974,1.241334153075225,-0.28971149521331824,0.27543599002673325,ev
93436,2010-09-03,-0.000475,-0.000475,21.05,445393.0,93198.0,1961817.9000000001,TESLA INC,TSLA,184996,2010-06-30,147.974,138.524,-309.775,28.405,-38.517,2220.9083,23.83,35916360.0,69065.93557472277,-6333.041401016868,-50933.81883324246,1962266.199,69081.717972188,1.2396052257756325,-1.0906699385029939,1.240014123478218,-0.2896942436292714,0.27481379178039633,ev
93436,2010-09-07,-0.024228,-0.024228,20.54,256434.0,93198.0,1914286.92,TESLA INC,TSLA,184996,2010-06-30,147.974,138.524,-309.775,28.405,-38.517,2220.9083,23.83,35916360.0,67392.60411899313,-6179.604293438786,-49699.79281875535,1914735.2189999998,67408.38651645835,1.1722788720238533,-1.083830348343009,1.1726926140308307,-0.28881441284288184,0.2430816812171983,ev
93436,2010-09-08,0.017527,0.017527,20.9,291836.0,93198.0,1947838.2,TESLA INC,TSLA,184996,2010-06-30,147.974,138.524,-309.775,28.405,-38.517,2220.9083,23.83,35916360.0,68573.77926421404,-6287.912839964491,-50570.87000545213,1948286.4989999998,68589.56166167927,1.2198033570251088,-1.0886582943382923,1.2202136795231038,-0.28943546986856855,0.2654808180853379,ev
93436,2010-09-09,-0.009091,-0.009091,20.71,381020.0,93198.0,1930130.58,TESLA INC,TSLA,184996,2010-06-30,147.974,138.524,-309.775,28.405,-38.517,2220.9083,23.83,35916360.0,67950.38127090302,-6230.749995964814,-50111.13482358439,1930578.879,67966.16366836824,1.1947209899411135,-1.0861102117296706,1.1951331171799602,-0.2891076897716784,0.25365905140493117,ev
93436,2010-09-10,-0.026074,-0.026074,20.17,396003.0,93198.0,1879803.6600000001,TESLA INC,TSLA,184996,2010-06-30,147.974,138.524,-309.775,28.405,-38.517,2220.9083,23.83,35916360.0,66178.61855307165,-6068.287176176258,-48804.519043539214,1880251.959,66194.40095053687,1.1234342624392302,-1.0788682927367452,1.1238515189415503,-0.28817610423314827,0.22006034610272174,ev
93436,2010-09-13,0.027268,0.027268,20.72,368580.0,93198.0,1931062.5599999998,TESLA INC,TSLA,184996,2010-06-30,147.974,138.524,-309.775,28.405,-38.517,2220.9083,23.83,35916360.0,67983.19169160358,-6233.758566701638,-50135.33141210374,1931510.8589999997,67998.97408906881,1.1960411145244811,-1.0862443213406507,1.1964531467769672,-0.2891249413557252,0.2542812496512681,ev
93436,2010-09-14,0.019305,0.019305,21.12,685746.0,93198.0,1968341.76,TESLA INC,TSLA,184996,2010-06-30,147.974,138.524,-309.775,28.405,-38.517,2220.9083,23.83,35916360.0,69295.60851962683,-6354.101396174643,-51103.194952877944,1968790.059,69311.39091709205,1.2488460978592095,-1.0916087057798545,1.2492543306572708,-0.28981500471759936,0.2791691795047566,ev
93436,2010-09-15,0.04072,0.04072,21.98,699330.0,93198.0,2048492.04,TESLA INC,TSLA,184996,2010-06-30,147.974,138.524,-309.775,28.405,-38.517,2220.9083,23.83,35916360.0,72117.30469987678,-6612.838479541603,-53184.101565542485,2048940.339,72133.08709734201,1.3623768120288753,-1.103142132324143,1.3627768759999233,-0.2912986409456288,0.33267822868975666,ev
93436,2010-09-16,-0.047316,-0.047316,20.94,2728672.0,93198.0,1951566.12,TESLA INC,TSLA,184996,2010-06-30,147.974,138.524,-309.775,28.405,-38.517,2220.9083,23.83,35916360.0,68705.02094701637,-6299.947122911792,-50667.65635952956,1952014.419,68720.8033444816,1.2250838553585819,-1.089194732782213,1.2254937979111342,-0.289504476204756,0.2679696110706868,ev
93436,2010-09-17,-0.033906,-0.033906,20.23,1215634.0,93198.0,1885395.54,TESLA INC,TSLA,184996,2010-06-30,147.974,138.524,-309.775,28.405,-38.517,2220.9083,23.83,35916360.0,66375.48107727512,-6086.338600597208,-48949.69857465535,1885843.839,66391.26347474035,1.1313550099394392,-1.0796729504026257,1.1317716965235955,-0.2882796137374294,0.2237935355807449,ev
93436,2010-09-20,0.040781,0.040781,21.055,963045.0,93198.0,1962283.89,TESLA INC,TSLA,184996,2010-06-30,147.974,138.524,-309.775,28.405,-38.517,2220.9083,23.83,35916360.0,69082.34078507304,-6334.54568638528,-50945.917127502136,1962732.1889999998,69098.12318253827,1.240265288067316,-1.090736993308484,1.2406741382767212,-0.2897028694212948,0.27512489090356457,ev
93436,2010-09-21,-0.013536,-0.013536,20.77,809709.0,93198.0,1935722.46,TESLA INC,TSLA,184996,2010-06-30,147.974,138.524,-309.775,28.405,-38.517,2220.9083,23.83,35916360.0,68147.2437951065,-6248.801420385764,-50256.31435470052,1936170.7589999998,68163.02619257172,1.2026417374413223,-1.086914869395551,1.2030532947620052,-0.28921119927595945,0.25739224088295426,ev
93436,2010-09-22,-0.043332,-0.043332,19.87,981001.0,93198.0,1851844.26,TESLA INC,TSLA,184996,2010-06-30,147.974,138.524,-309.775,28.405,-38.517,2220.9083,23.83,35916360.0,65194.305932054216,-5978.030054071504,-48078.62138795856,1852292.559,65210.08832951944,1.0838305249381839,-1.0748450044073423,1.0842506310313227,-0.2876585567117427,0.2013943987126054,ev
93436,2010-09-23,-0.015602,-0.015602,19.56,679723.0,93198.0,1822952.88,TESLA INC,TSLA,184996,2010-06-30,147.974,138.524,-309.775,28.405,-38.517,2220.9083,23.83,35916360.0,64177.182890336204,-5884.764361229925,-47328.52714385855,1823401.1789999998,64192.96528780143,1.0429066628537693,-1.0706876064669593,1.0433297135240873,-0.28712375760629016,0.1821062530761518,ev
